É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:31:23

,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ
2015/7/14,25.1,8,1,31.8,8,1,19.8,8,1,0,1,8,1,13.4,0,8,1,0,1,8,1,60,8,1
2015/7/15,22.0,8,1,28.3,8,1,16.3,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,81,8,1
2015/7/16,20.0,8,1,23.1,8,1,18.3,8,1,31.0,0,8,1,0.1,0,8,1,0,1,8,1,97,8,1
2015/7/17,20.4,8,1,25.0,8,1,17.9,8,1,1.0,0,8,1,1.0,0,8,1,0,1,8,1,95,8,1
2015/7/18,19.8,8,1,21.9,8,1,17.9,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2015/7/19,22.9,8,1,27.6,8,1,19.7,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,76,8,1
2015/7/20,24.4,8,1,31.1,8,1,20.2,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,73,8,1
2015/7/21,23.0,8,1,30.6,8,1,17.2,8,1,0.0,0,8,1,10.3,0,8,1,0,1,8,1,82,8,1
2015/7/22,23.3,8,1,30.0,8,1,19.6,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,71,8,1
2015/7/23,21.5,8,1,25.6,8,1,19.2,8,1,9.0,0,8,1,1.3,0,8,1,0,1,8,1,90,8,1
2015/7/24,22.8,8,1,29.5,8,1,18.5,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,88,8,1
2015/7/25,23.6,8,1,31.0,8,1,17.2,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,76,8,1
2015/7/26,24.4,8,1,31.9,8,1,18.3,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,77,8,1
2015/7/27,24.2,8,1,30.7,8,1,17.1,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,76,8,1
2015/7/28,21.6,8,1,27.1,8,1,18.9,8,1,29.5,0,8,1,2.8,0,8,1,0,1,8,1,94,8,1
2015/7/29,23.1,8,1,28.9,8,1,20.4,8,1,0.0,0,8,1,5.1,0,8,1,0,1,8,1,90,8,1
2015/7/30,22.6,8,1,28.5,8,1,20.4,8,1,2.5,0,8,1,4.6,0,8,1,0,1,8,1,92,8,1
2015/7/31,23.6,8,1,29.4,8,1,18.9,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,86,8,1
2015/8/1,23.5,8,1,31.1,8,1,16.7,8,1,2.5,0,8,1,8.4,0,8,1,0,1,8,1,85,8,1
2015/8/2,21.4,8,1,30.2,8,1,16.2,8,1,11.0,0,8,1,10.4,0,8,1,0,1,8,1,87,8,1
2015/8/3,21.5,8,1,29.8,8,1,15.9,8,1,1.0,0,8,1,11.1,0,8,1,0,1,8,1,84,8,1
2015/8/4,21.8,8,1,30.3,8,1,17.2,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,87,8,1
2015/8/5,22.3,8,1,30.4,8,1,17.5,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,84,8,1
2015/8/6,22.3,8,1,30.1,8,1,16.5,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,86,8,1
2015/8/7,22.9,8,1,30.2,8,1,17.0,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,83,8,1
2015/8/8,22.2,8,1,27.4,8,1,18.6,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,86,8,1
2015/8/9,21.9,8,1,27.3,8,1,18.4,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,82,8,1
2015/8/10,21.8,8,1,26.6,8,1,17.6,8,1,7.5,0,8,1,9.3,0,8,1,0,1,8,1,86,8,1
2015/8/11,21.8,8,1,27.4,8,1,17.5,8,1,0,1,8,1,4.2,0,8,1,0,1,8,1,86,8,1
2015/8/12,21.9,8,1,27.0,8,1,19.4,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,87,8,1
2015/8/13,20.3,8,1,23.3,8,1,18.9,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2015/8/14,20.8,8,1,27.8,8,1,18.1,8,1,6.5,0,8,1,2.8,0,8,1,0,1,8,1,96,8,1
2015/8/15,21.3,8,1,28.3,8,1,17.4,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,87,8,1
2015/8/16,20.2,8,1,24.5,8,1,18.2,8,1,2.0,0,8,1,3.8,0,8,1,0,1,8,1,92,8,1
2015/8/17,19.2,8,1,20.4,8,1,18.4,8,1,32.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/8/18,22.2,8,1,28.5,8,1,18.0,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,82,8,1
2015/8/19,20.8,8,1,27.1,8,1,17.3,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,88,8,1
2015/8/20,20.0,8,1,23.7,8,1,18.7,8,1,0.5,0,8,1,0.3,0,8,1,0,1,8,1,95,8,1
2015/8/21,19.2,8,1,20.3,8,1,18.3,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2015/8/22,22.3,8,1,30.0,8,1,18.5,8,1,2.0,0,8,1,5.3,0,8,1,0,1,8,1,89,8,1
2015/8/23,19.3,8,1,21.8,8,1,17.5,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2015/8/24,18.0,8,1,23.8,8,1,15.2,8,1,0.0,0,8,1,2.5,0,8,1,0,1,8,1,94,8,1
2015/8/25,13.6,8,1,15.9,8,1,12.2,8,1,4.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2015/8/26,14.7,8,1,17.1,8,1,12.0,8,1,10.5,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2015/8/27,18.2,8,1,24.3,8,1,15.3,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,96,8,1
2015/8/28,17.0,8,1,21.6,8,1,15.0,8,1,11.5,0,8,1,0.6,0,8,1,0,1,8,1,97,8,1
2015/8/29,15.9,8,1,17.8,8,1,14.9,8,1,28.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/8/30,16.0,8,1,16.9,8,1,15.6,8,1,21.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/8/31,17.1,8,1,20.0,8,1,15.9,8,1,7.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2015/9/1,17.7,8,1,19.9,8,1,16.7,8,1,10.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2015/9/2,20.1,8,1,26.9,8,1,16.2,8,1,4.0,0,8,1,6.7,0,8,1,0,1,8,1,92,8,1
2015/9/3,17.7,8,1,23.5,8,1,14.7,8,1,7.0,0,8,1,1.8,0,8,1,0,1,8,1,94,8,1
2015/9/4,18.4,8,1,25.2,8,1,14.3,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,87,8,1
2015/9/5,17.2,8,1,23.3,8,1,13.7,8,1,0,1,8,1,3.7,0,8,1,0,1,8,1,90,8,1
2015/9/6,15.8,8,1,17.2,8,1,14.7,8,1,11.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2015/9/7,17.2,8,1,18.8,8,1,16.1,8,1,17.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/9/8,15.8,8,1,16.4,8,1,15.4,8,1,23.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/9/9,17.3,8,1,20.3,8,1,15.2,8,1,81.5,0,8,1,0.2,0,8,1,0,1,8,1,100,8,1
2015/9/10,17.5,8,1,21.7,8,1,14.7,8,1,1.5,0,8,1,1.5,0,8,1,0,1,8,1,96,8,1
2015/9/11,17.2,8,1,24.3,8,1,14.2,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,92,8,1
2015/9/12,17.7,8,1,23.3,8,1,13.2,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,90,8,1
2015/9/13,16.3,8,1,20.3,8,1,12.9,8,1,0.0,0,8,1,2.3,0,8,1,0,1,8,1,91,8,1
2015/9/14,14.9,8,1,21.0,8,1,12.0,8,1,0,1,8,1,4.0,0,8,1,0,1,8,1,90,8,1
2015/9/15,15.4,8,1,21.7,8,1,11.1,8,1,0,1,8,1,4.9,0,8,1,0,1,8,1,88,8,1
2015/9/16,14.2,8,1,18.8,8,1,12.9,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,95,8,1
2015/9/17,13.2,8,1,14.4,8,1,11.7,8,1,12.0,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/9/18,15.7,8,1,20.7,8,1,13.4,8,1,21.0,0,8,1,1.4,0,8,1,0,1,8,1,97,8,1
2015/9/19,15.5,8,1,22.6,8,1,11.4,8,1,0,1,8,1,5.5,0,8,1,0,1,8,1,91,8,1
2015/9/20,14.5,8,1,22.0,8,1,11.2,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,91,8,1
2015/9/21,15.3,8,1,21.9,8,1,11.6,8,1,0.0,0,8,1,2.5,0,8,1,0,1,8,1,92,8,1
2015/9/22,15.4,8,1,22.9,8,1,11.3,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,82,8,1
2015/9/23,14.9,8,1,21.1,8,1,10.3,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,82,8,1
2015/9/24,12.7,8,1,15.0,8,1,10.5,8,1,13.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2015/9/25,12.8,8,1,14.2,8,1,11.5,8,1,56.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/9/26,15.5,8,1,21.5,8,1,12.6,8,1,0.5,0,8,1,1.2,0,8,1,0,1,8,1,97,8,1
2015/9/27,14.9,8,1,19.4,8,1,10.8,8,1,0.5,0,8,1,2.4,0,8,1,0,1,8,1,98,8,1
2015/9/28,14.3,8,1,22.6,8,1,9.4,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,91,8,1
2015/9/29,12.6,8,1,20.8,8,1,6.8,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,79,8,1
2015/9/30,9.6,8,1,18.0,8,1,3.6,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,83,8,1
2015/10/1,10.6,8,1,16.5,8,1,4.8,8,1,1.0,0,8,1,3.0,0,8,1,0,1,8,1,92,8,1
2015/10/2,14.2,8,1,21.1,8,1,7.7,8,1,15.0,0,8,1,10.4,0,8,1,0,1,8,1,88,8,1
2015/10/3,12.0,8,1,21.6,8,1,6.5,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,88,8,1
2015/10/4,10.3,8,1,19.4,8,1,4.8,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,90,8,1
2015/10/5,9.4,8,1,16.2,8,1,7.0,8,1,0.0,0,8,1,0.9,0,8,1,0,1,8,1,94,8,1
2015/10/6,10.2,8,1,16.0,8,1,6.5,8,1,0,1,8,1,5.5,0,5,1,0,1,8,1,87,8,1
2015/10/7,9.0,8,1,18.0,8,1,3.9,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,82,8,1
2015/10/8,9.3,8,1,16.5,8,1,3.6,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,71,8,1
2015/10/9,10.9,8,1,19.6,8,1,4.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,77,8,1
2015/10/10,10.8,8,1,16.4,8,1,5.2,8,1,0,1,8,1,3.3,0,8,1,0,1,8,1,82,8,1
2015/10/11,11.2,8,1,15.8,8,1,7.8,8,1,4.5,0,8,1,0.5,0,8,1,0,1,8,1,88,8,1
2015/10/12,11.2,8,1,18.7,8,1,6.1,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,65,8,1
2015/10/13,10.2,8,1,19.1,8,1,2.3,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,74,8,1
2015/10/14,7.6,8,1,18.1,8,1,2.0,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,85,8,1
2015/10/15,9.3,8,1,17.5,8,1,1.8,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,81,8,1
2015/10/16,10.6,8,1,16.2,8,1,4.2,8,1,0.0,0,8,1,0.4,0,8,1,0,1,8,1,94,8,1
2015/10/17,12.3,8,1,18.0,8,1,9.1,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,94,8,1
2015/10/18,13.3,8,1,21.8,8,1,8.9,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,87,8,1
2015/10/19,12.0,8,1,20.3,8,1,7.7,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,80,8,1
2015/10/20,11.5,8,1,19.8,8,1,6.3,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,85,8,1
2015/10/21,10.1,8,1,16.7,8,1,5.8,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,92,8,1
2015/10/22,11.0,8,1,19.8,8,1,6.7,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,90,8,1
2015/10/23,9.5,8,1,13.8,8,1,6.9,8,1,0,1,8,1,3.3,0,8,1,0,1,8,1,95,8,1
2015/10/24,12.5,8,1,21.4,8,1,5.3,8,1,0.0,0,8,1,10.2,0,8,1,0,1,8,1,72,8,1
2015/10/25,5.4,8,1,13.9,8,1,-0.8,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,65,8,1
2015/10/26,5.6,8,1,14.6,8,1,-0.9,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,76,8,1
2015/10/27,11.1,8,1,20.9,8,1,1.2,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,66,8,1
2015/10/28,12.1,8,1,20.0,8,1,7.8,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,85,8,1
2015/10/29,9.3,8,1,17.5,8,1,3.6,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,81,8,1
2015/10/30,7.7,8,1,15.5,8,1,1.7,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,69,8,1
2015/10/31,4.8,8,1,12.6,8,1,1.2,8,1,0,1,8,1,5.4,0,8,1,0,1,8,1,85,8,1
2015/11/1,4.9,8,1,12.7,8,1,0.5,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,77,8,1
2015/11/2,5.4,8,1,6.8,8,1,4.3,8,1,14.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/11/3,6.5,8,1,14.9,8,1,0.1,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,87,8,1
2015/11/4,5.4,8,1,15.7,8,1,-2.3,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,79,8,1
2015/11/5,6.9,8,1,18.8,8,1,-1.2,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,73,8,1
2015/11/6,8.4,8,1,18.2,8,1,0.4,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,76,8,1
2015/11/7,9.5,8,1,16.9,8,1,4.7,8,1,0,1,8,1,3.1,0,8,1,0,1,8,1,89,8,1
2015/11/8,9.0,8,1,9.8,8,1,8.4,8,1,11.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/11/9,14.8,8,1,20.6,8,1,8.6,8,1,0.5,0,8,1,3.5,0,8,1,0,1,8,1,89,8,1
2015/11/10,8.9,8,1,12.1,8,1,5.1,8,1,6.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/11/11,5.3,8,1,12.1,8,1,-0.5,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,88,8,1
2015/11/12,5.4,8,1,10.8,8,1,3.2,8,1,0,1,8,1,3.2,0,8,1,0,1,8,1,90,8,1
2015/11/13,5.7,8,1,10.4,8,1,1.6,8,1,1.0,0,8,1,3.4,0,8,1,0,1,8,1,86,8,1
2015/11/14,7.2,8,1,9.6,8,1,4.9,8,1,16.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2015/11/15,10.0,8,1,14.1,8,1,8.1,8,1,18.5,0,8,1,1.2,0,8,1,0,1,8,1,99,8,1
2015/11/16,9.7,8,1,15.0,8,1,7.2,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,90,8,1
2015/11/17,12.0,8,1,18.0,8,1,5.7,8,1,3.5,0,8,1,3.1,0,8,1,0,1,8,1,84,8,1
2015/11/18,11.0,8,1,14.1,8,1,9.1,8,1,32.5,0,8,1,0.6,0,8,1,0,1,8,1,99,8,1
2015/11/19,6.6,8,1,9.5,8,1,5.2,8,1,2.0,0,4,1,0.0,0,8,1,0,1,8,1,99,4,1
2015/11/20,7.1,8,1,12.1,8,1,4.2,8,1,0.0,0,5,1,2.3,0,8,1,0,1,8,1,96,5,1
2015/11/21,5.2,8,1,9.4,8,1,1.8,8,1,0,1,4,1,0.4,0,8,1,0,1,8,1,95,4,1
2015/11/22,5.7,8,1,8.4,8,1,4.3,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/11/23,7.0,8,1,10.3,8,1,4.5,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/11/24,7.6,8,1,17.8,8,1,0.7,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,83,8,1
2015/11/25,0.7,8,1,2.9,8,1,-0.4,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/11/26,2.9,8,1,7.1,8,1,0.1,8,1,13.5,0,8,1,0.9,0,8,1,3,0,8,1,95,8,1
2015/11/27,0.4,8,1,5.6,8,1,-3.6,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,66,8,1
2015/11/28,2.6,8,1,9.9,8,1,-2.2,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,71,8,1
2015/11/29,0.3,8,1,6.0,8,1,-2.1,8,1,0,1,8,1,3.4,0,8,1,0,1,8,1,93,8,1
2015/11/30,2.1,8,1,8.5,8,1,-2.3,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,86,8,1
2015/12/1,1.1,8,1,9.2,8,1,-2.6,8,1,0,1,8,1,6.1,0,8,1,0,1,8,1,89,8,1
2015/12/2,2.1,8,1,8.0,8,1,-2.8,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,89,8,1
2015/12/3,6.1,8,1,15.6,8,1,0.6,8,1,0.5,0,8,1,2.0,0,8,1,0,1,8,1,83,8,1
2015/12/4,1.0,8,1,4.4,8,1,-1.6,8,1,0.0,0,8,1,4.3,0,8,1,1,0,8,1,63,8,1
2015/12/5,3.2,8,1,9.5,8,1,-2.9,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,60,8,1
2015/12/6,-0.2,8,1,4.5,8,1,-3.4,8,1,0,1,8,1,3.4,0,8,1,0,1,8,1,86,8,1
2015/12/7,-1.1,8,1,5.9,8,1,-5.1,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,84,8,1
2015/12/8,-0.9,8,1,6.6,8,1,-5.5,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,83,8,1
2015/12/9,0.1,8,1,9.9,8,1,-5.5,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,76,8,1
2015/12/10,4.0,8,1,9.8,8,1,-3.7,8,1,1.0,0,8,1,0.2,0,8,1,0,1,8,1,64,8,1
2015/12/11,8.1,8,1,17.1,8,1,2.6,8,1,16.0,0,8,1,0.4,0,8,1,0,1,8,1,89,8,1
2015/12/12,3.7,8,1,9.7,8,1,1.3,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,84,8,1
2015/12/13,4.5,8,1,9.1,8,1,1.9,8,1,0.5,0,8,1,0.1,0,8,1,0,1,8,1,93,8,1
2015/12/14,3.6,8,1,6.0,8,1,2.9,8,1,0,1,8,1,0.1,0,8,1,0,1,8,1,99,8,1
2015/12/15,6.2,8,1,11.6,8,1,2.1,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,90,8,1
2015/12/16,6.5,8,1,13.4,8,1,0.3,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,85,8,1
2015/12/17,-0.6,8,1,5.5,8,1,-4.4,8,1,0.0,0,8,1,3.6,0,8,1,0,1,8,1,89,8,1
2015/12/18,-3.1,8,1,3.6,8,1,-7.5,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,85,8,1
2015/12/19,-3.3,8,1,3.6,8,1,-7.5,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,82,8,1
2015/12/20,-1.4,8,1,6.5,8,1,-6.4,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,79,8,1
2015/12/21,3.4,8,1,7.6,8,1,-2.0,8,1,0.0,0,8,1,1.4,0,8,1,0,1,8,1,78,8,1
2015/12/22,0.1,8,1,6.4,8,1,-4.1,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,91,8,1
2015/12/23,-0.4,8,1,2.1,8,1,-4.3,8,1,2.0,0,8,1,0.2,0,8,1,0,1,8,1,88,8,1
2015/12/24,3.5,8,1,9.2,8,1,0.9,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,96,8,1
2015/12/25,1.1,8,1,7.6,8,1,-4.1,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,85,8,1
2015/12/26,-0.1,8,1,6.5,8,1,-6.2,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,72,8,1
2015/12/27,-1.9,8,1,3.4,8,1,-8.0,8,1,0.0,0,8,1,6.0,0,8,1,0,1,8,1,70,8,1
2015/12/28,-4.0,8,1,3.9,8,1,-11.1,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,66,8,1
2015/12/29,-3.6,8,1,3.6,8,1,-8.9,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,73,8,1
2015/12/30,-3.7,8,1,4.6,8,1,-10.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,73,8,1
2015/12/31,-1.2,8,1,6.9,8,1,-7.9,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,70,8,1
2016/1/1,-2.5,8,1,3.7,8,1,-7.4,8,1,0.0,0,8,1,8.8,0,8,1,0,1,8,1,83,8,1
2016/1/2,0.1,8,1,8.0,8,1,-8.5,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,67,8,1
2016/1/3,3.2,8,1,12.8,8,1,-2.7,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,60,8,1
2016/1/4,3.2,8,1,13.6,8,1,-3.6,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,70,8,1
2016/1/5,2.2,8,1,9.9,8,1,-3.1,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,72,8,1
2016/1/6,-0.5,8,1,4.9,8,1,-3.1,8,1,0,1,8,1,1.0,0,8,1,0,1,8,1,85,8,1
2016/1/7,-1.7,8,1,5.4,8,1,-6.0,8,1,0.0,0,8,1,3.2,0,8,1,0,1,8,1,90,8,1
2016/1/8,-1.3,8,1,6.4,8,1,-8.5,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,72,8,1
2016/1/9,-2.1,8,1,5.1,8,1,-6.1,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,78,8,1
2016/1/10,-0.8,8,1,6.6,8,1,-8.0,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,63,8,1
2016/1/11,-2.6,8,1,4.9,8,1,-6.1,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,85,8,1
2016/1/12,-5.2,8,1,-0.2,8,1,-9.4,8,1,0,1,8,1,2.0,0,8,1,0,1,8,1,89,8,1
2016/1/13,-3.4,8,1,5.0,8,1,-11.9,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,62,8,1
2016/1/14,-1.5,8,1,5.4,8,1,-6.0,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,60,8,1
2016/1/15,-2.6,8,1,4.5,8,1,-8.4,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,66,8,1
2016/1/16,-3.5,8,1,4.5,8,1,-8.4,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,73,8,1
2016/1/17,-3.1,8,1,2.0,8,1,-7.7,8,1,1.0,0,8,1,2.9,0,8,1,1,0,8,1,76,8,1
2016/1/18,-2.2,8,1,0.2,8,1,-3.6,8,1,34.0,0,8,1,0.0,0,8,1,31,0,8,1,98,8,1
2016/1/19,-5.0,8,1,-0.8,8,1,-8.7,8,1,0.0,0,8,1,9.4,0,8,1,1,0,8,1,70,8,1
2016/1/20,-6.2,8,1,-2.3,8,1,-9.7,8,1,14.0,0,8,1,1.2,0,8,1,25,0,8,1,89,8,1
2016/1/21,-6.0,8,1,-0.5,8,1,-11.7,8,1,0,1,8,1,4.7,0,8,1,0,1,8,1,88,8,1
2016/1/22,-6.1,8,1,0.7,8,1,-11.3,8,1,0,1,8,1,5.8,0,8,1,0,1,8,1,81,8,1
2016/1/23,-6.4,8,1,0.4,8,1,-9.5,8,1,0.0,0,8,1,3.5,0,8,1,0,1,8,1,85,8,1
2016/1/24,-7.4,8,1,-2.9,8,1,-13.3,8,1,0.0,0,8,1,5.5,0,8,1,2,0,8,1,65,8,1
2016/1/25,-9.0,8,1,-2.4,8,1,-15.1,8,1,0.0,0,8,1,9.7,0,8,1,0,1,8,1,67,8,1
2016/1/26,-7.2,8,1,1.3,8,1,-16.0,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,67,8,1
2016/1/27,-3.0,8,1,4.9,8,1,-10.0,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,65,8,1
2016/1/28,-3.5,8,1,3.8,8,1,-10.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,77,8,1
2016/1/29,-1.1,8,1,0.6,8,1,-3.8,8,1,27.5,0,8,1,0.0,0,8,1,15,0,8,1,96,8,1
2016/1/30,-3.3,8,1,-2.4,8,1,-4.0,8,1,7.0,0,8,1,0.0,0,8,1,5,0,8,1,99,8,1
2016/1/31,-3.5,8,1,1.2,8,1,-6.4,8,1,0.0,0,8,1,4.6,0,8,1,0,1,5,1,96,8,1
2016/2/1,-4.7,8,1,-1.2,8,1,-7.4,8,1,0.0,0,8,1,2.5,0,8,1,0,1,8,1,94,8,1
2016/2/2,-4.9,8,1,0.6,8,1,-7.3,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,87,8,1
2016/2/3,-6.2,8,1,0.8,8,1,-11.5,8,1,0.0,0,8,1,6.4,0,8,1,1,0,8,1,83,8,1
2016/2/4,-3.9,8,1,3.3,8,1,-11.4,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,71,8,1
2016/2/5,-3.1,8,1,3.0,8,1,-9.8,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,76,8,1
2016/2/6,-3.1,8,1,4.0,8,1,-8.6,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,81,8,1
2016/2/7,-5.6,8,1,0.5,8,1,-10.6,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,75,8,1
2016/2/8,-5.8,8,1,1.3,8,1,-13.0,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,77,8,1
2016/2/9,-2.3,8,1,2.7,8,1,-7.2,8,1,0.0,0,8,1,5.1,0,8,1,2,0,8,1,75,8,1
