É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:19:33

,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe
2015/7/25,28.2,8,1,28.8,8,1,26.4,8,1,3.0,0,8,1,0.0,0,8,1,,,0,1,80,8,1
2015/7/26,28.8,8,1,30.6,8,1,27.4,8,1,0.0,0,8,1,0.7,0,8,1,,,0,1,80,8,1
2015/7/27,29.1,8,1,31.8,8,1,26.9,8,1,0.0,0,8,1,9.1,0,8,1,,,0,1,79,8,1
2015/7/28,29.4,8,1,31.9,8,1,27.8,8,1,0,1,8,1,8.1,0,8,1,,,0,1,77,8,1
2015/7/29,29.4,8,1,32.1,8,1,27.6,8,1,0,1,8,1,9.6,0,8,1,,,0,1,76,8,1
2015/7/30,29.4,8,1,32.0,8,1,27.7,8,1,0,1,8,1,12.4,0,8,1,,,0,1,74,8,1
2015/7/31,29.5,8,1,32.0,8,1,27.6,8,1,0,1,8,1,12.3,0,8,1,,,0,1,71,8,1
2015/8/1,29.3,8,1,31.9,8,1,27.6,8,1,0.0,0,8,1,10.3,0,8,1,,,0,1,72,8,1
2015/8/2,28.8,8,1,31.7,8,1,26.6,8,1,4.5,0,8,1,7.3,0,8,1,,,0,1,74,8,1
2015/8/3,28.7,8,1,31.7,8,1,26.9,8,1,0.5,0,8,1,7.3,0,8,1,,,0,1,74,8,1
2015/8/4,29.2,8,1,32.3,8,1,26.8,8,1,0,1,8,1,10.0,0,8,1,,,0,1,72,8,1
2015/8/5,29.7,8,1,32.8,8,1,27.5,8,1,0,1,8,1,9.6,0,8,1,,,0,1,71,8,1
2015/8/6,29.6,8,1,31.8,8,1,28.2,8,1,1.0,0,8,1,5.8,0,8,1,,,0,1,76,8,1
2015/8/7,29.1,8,1,30.4,8,1,28.5,8,1,0.0,0,8,1,0.9,0,8,1,,,0,1,77,8,1
2015/8/8,28.9,8,1,31.1,8,1,27.7,8,1,0.5,0,8,1,2.8,0,8,1,,,0,1,78,8,1
2015/8/9,27.9,8,1,31.5,8,1,25.0,8,1,37.5,0,8,1,3.2,0,8,1,,,0,1,84,8,1
2015/8/10,27.6,8,1,29.5,8,1,26.3,8,1,9.0,0,8,1,2.8,0,8,1,,,0,1,86,8,1
2015/8/11,28.6,8,1,31.2,8,1,26.3,8,1,0,1,8,1,9.2,0,8,1,,,0,1,79,8,1
2015/8/12,29.2,8,1,31.8,8,1,27.7,8,1,0.0,0,8,1,6.2,0,8,1,,,0,1,80,8,1
2015/8/13,29.5,8,1,32.7,8,1,27.0,8,1,0.0,0,8,1,11.2,0,8,1,,,0,1,77,8,1
2015/8/14,28.8,8,1,31.9,8,1,25.9,8,1,34.0,0,8,1,3.0,0,8,1,,,0,1,83,8,1
2015/8/15,28.6,8,1,31.3,8,1,25.3,8,1,52.0,0,8,1,4.7,0,8,1,,,0,1,83,8,1
2015/8/16,28.8,8,1,31.1,8,1,25.5,8,1,18.0,0,8,1,2.7,0,8,1,,,0,1,84,8,1
2015/8/17,27.0,8,1,31.0,8,1,24.9,8,1,28.0,0,8,1,1.8,0,8,1,,,0,1,88,8,1
2015/8/18,29.0,8,1,32.8,8,1,25.8,8,1,0,1,8,1,8.6,0,8,1,,,0,1,78,8,1
2015/8/19,29.3,8,1,31.9,8,1,27.2,8,1,0.0,0,8,1,8.4,0,8,1,,,0,1,78,8,1
2015/8/20,29.5,8,1,32.1,8,1,27.9,8,1,0.0,0,8,1,7.9,0,8,1,,,0,1,76,8,1
2015/8/21,29.3,8,1,32.1,8,1,27.3,8,1,0.5,0,8,1,9.9,0,8,1,,,0,1,76,8,1
2015/8/22,28.7,8,1,31.1,8,1,25.0,8,1,13.0,0,8,1,2.5,0,8,1,,,0,1,82,8,1
2015/8/23,28.0,8,1,30.3,8,1,26.0,8,1,14.5,0,8,1,1.6,0,8,1,,,0,1,85,8,1
2015/8/24,28.0,8,1,28.8,8,1,26.6,8,1,48.5,0,8,1,0.0,0,8,1,,,0,1,85,8,1
2015/8/25,28.1,8,1,30.3,8,1,25.8,8,1,6.5,0,8,1,5.5,0,8,1,,,0,1,81,8,1
2015/8/26,27.6,8,1,30.3,8,1,25.7,8,1,6.5,0,8,1,2.6,0,8,1,,,0,1,80,8,1
2015/8/27,28.0,8,1,30.9,8,1,26.0,8,1,0.5,0,8,1,6.9,0,8,1,,,0,1,76,8,1
2015/8/28,28.0,8,1,30.5,8,1,26.2,8,1,3.0,0,8,1,2.0,0,8,1,,,0,1,83,8,1
2015/8/29,28.6,8,1,30.8,8,1,27.5,8,1,0,1,8,1,4.9,0,8,1,,,0,1,80,8,1
2015/8/30,28.5,8,1,31.4,8,1,26.6,8,1,0.0,0,8,1,4.6,0,8,1,,,0,1,79,8,1
2015/8/31,28.9,8,1,32.0,8,1,26.9,8,1,0,1,8,1,6.0,0,8,1,,,0,1,77,8,1
2015/9/1,28.8,8,1,31.5,8,1,27.0,8,1,0.0,0,8,1,5.3,0,8,1,,,0,1,78,8,1
2015/9/2,28.7,8,1,31.6,8,1,25.7,8,1,5.0,0,8,1,4.2,0,8,1,,,0,1,80,8,1
2015/9/3,29.1,8,1,31.4,8,1,27.9,8,1,0.0,0,8,1,6.2,0,8,1,,,0,1,79,8,1
2015/9/4,28.6,8,1,31.5,8,1,25.8,8,1,3.0,0,8,1,4.9,0,8,1,,,0,1,80,8,1
2015/9/5,28.8,8,1,31.5,8,1,26.6,8,1,0.0,0,8,1,10.5,0,8,1,,,0,1,76,8,1
2015/9/6,28.4,8,1,30.7,8,1,25.0,8,1,23.0,0,8,1,5.2,0,8,1,,,0,1,84,8,1
2015/9/7,26.3,8,1,27.5,8,1,25.6,8,1,5.5,0,8,1,0.0,0,8,1,,,0,1,86,8,1
2015/9/8,27.5,8,1,29.8,8,1,24.9,8,1,0.0,0,8,1,11.0,0,8,1,,,0,1,71,8,1
2015/9/9,27.6,8,1,30.0,8,1,24.3,8,1,2.0,0,8,1,11.3,0,8,1,,,0,1,67,8,1
2015/9/10,27.3,8,1,29.5,8,1,25.9,8,1,0.0,0,8,1,9.4,0,8,1,,,0,1,65,8,1
2015/9/11,26.9,8,1,29.1,8,1,24.7,8,1,0,1,8,1,10.3,0,8,1,,,0,1,62,8,1
2015/9/12,26.7,8,1,29.2,8,1,23.8,8,1,0,1,8,1,8.0,0,8,1,,,0,1,63,8,1
2015/9/13,27.2,8,1,30.0,8,1,24.9,8,1,0.0,0,8,1,8.7,0,8,1,,,0,1,63,8,1
2015/9/14,27.8,8,1,30.7,8,1,25.0,8,1,0,1,8,1,7.2,0,8,1,,,0,1,69,8,1
2015/9/15,28.0,8,1,31.0,8,1,26.2,8,1,0.0,0,8,1,4.9,0,8,1,,,0,1,70,8,1
2015/9/16,27.6,8,1,31.2,8,1,25.0,8,1,0.0,0,8,1,3.9,0,8,1,,,0,1,75,8,1
2015/9/17,27.3,8,1,30.0,8,1,24.5,8,1,0.5,0,8,1,8.7,0,8,1,,,0,1,73,8,1
2015/9/18,27.0,8,1,29.1,8,1,25.9,8,1,0,1,8,1,10.3,0,8,1,,,0,1,61,8,1
2015/9/19,27.2,8,1,29.3,8,1,26.0,8,1,0.0,0,8,1,9.1,0,8,1,,,0,1,65,8,1
2015/9/20,26.3,8,1,28.8,8,1,24.2,8,1,0.5,0,8,1,2.5,0,8,1,,,0,1,74,8,1
2015/9/21,26.8,8,1,30.1,8,1,24.3,8,1,0.5,0,8,1,6.3,0,8,1,,,0,1,76,8,1
2015/9/22,27.6,8,1,30.8,8,1,24.6,8,1,0.0,0,8,1,5.8,0,8,1,,,0,1,73,8,1
2015/9/23,27.9,8,1,30.7,8,1,25.5,8,1,0,1,8,1,11.7,0,8,1,,,0,1,68,8,1
2015/9/24,27.7,8,1,29.7,8,1,26.1,8,1,0.0,0,8,1,7.0,0,8,1,,,0,1,72,8,1
2015/9/25,27.6,8,1,29.8,8,1,25.1,8,1,1.0,0,8,1,9.9,0,8,1,,,0,1,70,8,1
2015/9/26,27.6,8,1,30.4,8,1,26.5,8,1,2.5,0,8,1,1.8,0,8,1,,,0,1,81,8,1
2015/9/27,29.0,8,1,31.2,8,1,27.5,8,1,1.0,0,8,1,5.3,0,8,1,,,0,1,81,8,1
2015/9/28,29.3,8,1,31.7,8,1,27.9,8,1,0.0,0,8,1,5.0,0,8,1,,,0,1,80,8,1
2015/9/29,29.2,8,1,32.5,8,1,27.9,8,1,2.0,0,8,1,5.0,0,8,1,,,0,1,81,8,1
2015/9/30,29.1,8,1,32.6,8,1,27.0,8,1,0,1,8,1,9.1,0,8,1,,,0,1,78,8,1
2015/10/1,28.8,8,1,32.0,8,1,26.9,8,1,0,1,8,1,10.0,0,8,1,,,0,1,78,8,1
2015/10/2,27.6,8,1,29.5,8,1,26.2,8,1,0.0,0,8,1,5.5,0,8,1,,,0,1,77,8,1
2015/10/3,28.1,8,1,31.2,8,1,26.1,8,1,0.0,0,8,1,4.9,0,8,1,,,0,1,75,8,1
2015/10/4,27.5,8,1,30.6,8,1,25.7,8,1,0.0,0,8,1,3.5,0,8,1,,,0,1,72,8,1
2015/10/5,27.0,8,1,30.5,8,1,24.7,8,1,0,1,8,1,7.0,0,8,1,,,0,1,64,8,1
2015/10/6,26.8,8,1,29.4,8,1,24.6,8,1,0,1,8,1,6.9,0,8,1,,,0,1,64,8,1
2015/10/7,26.1,8,1,29.1,8,1,23.4,8,1,0.0,0,8,1,9.4,0,8,1,,,0,1,62,8,1
2015/10/8,26.2,8,1,29.2,8,1,23.8,8,1,0.0,0,8,1,3.5,0,8,1,,,0,1,68,8,1
2015/10/9,25.4,8,1,27.8,8,1,23.2,8,1,0.0,0,8,1,0.2,0,8,1,,,0,1,73,8,1
2015/10/10,21.2,8,1,23.8,8,1,20.0,8,1,19.5,0,8,1,0.0,0,8,1,,,0,1,88,8,1
2015/10/11,23.7,8,1,26.8,8,1,20.4,8,1,0.0,0,8,1,4.5,0,8,1,,,0,1,70,8,1
2015/10/12,23.7,8,1,26.4,8,1,21.8,8,1,0,1,8,1,8.0,0,8,1,,,0,1,54,8,1
2015/10/13,23.7,8,1,26.8,8,1,20.5,8,1,0,1,8,1,10.0,0,8,1,,,0,1,53,8,1
2015/10/14,24.5,8,1,27.1,8,1,23.0,8,1,0.0,0,8,1,8.4,0,8,1,,,0,1,57,8,1
2015/10/15,26.0,8,1,29.4,8,1,23.3,8,1,0.0,0,8,1,8.6,0,8,1,,,0,1,60,8,1
2015/10/16,25.9,8,1,28.0,8,1,24.7,8,1,0.0,0,8,1,0.5,0,8,1,,,0,1,67,8,1
2015/10/17,25.7,8,1,28.1,8,1,24.1,8,1,0.0,0,8,1,3.2,0,8,1,,,0,1,66,8,1
2015/10/18,26.2,8,1,29.2,8,1,24.4,8,1,0.0,0,8,1,9.5,0,8,1,,,0,1,63,8,1
2015/10/19,26.6,8,1,29.3,8,1,24.7,8,1,0.0,0,8,1,9.5,0,8,1,,,0,1,61,8,1
2015/10/20,26.5,8,1,29.6,8,1,24.6,8,1,0.0,0,8,1,5.2,0,8,1,,,0,1,58,8,1
2015/10/21,26.2,8,1,29.2,8,1,23.9,8,1,0.0,0,8,1,2.3,0,8,1,,,0,1,66,8,1
2015/10/22,25.1,8,1,27.4,8,1,23.7,8,1,7.0,0,8,1,0.0,0,8,1,,,0,1,84,8,1
2015/10/23,24.5,8,1,25.1,8,1,23.4,8,1,29.5,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2015/10/24,25.9,8,1,29.5,8,1,24.0,8,1,1.0,0,8,1,3.3,0,8,1,,,0,1,80,8,1
2015/10/25,25.2,8,1,27.7,8,1,23.0,8,1,0,1,8,1,10.2,0,8,1,,,0,1,63,8,1
2015/10/26,24.8,8,1,27.8,8,1,22.1,8,1,2.0,0,8,1,4.8,0,8,1,,,0,1,70,8,1
2015/10/27,25.0,8,1,28.4,8,1,20.7,8,1,0,1,8,1,9.3,0,8,1,,,0,1,67,8,1
2015/10/28,24.4,8,1,26.5,8,1,22.0,8,1,0.0,0,8,1,7.2,0,8,1,,,0,1,65,8,1
2015/10/29,23.4,8,1,26.7,8,1,20.7,8,1,0,1,8,1,9.1,0,8,1,,,0,1,61,8,1
2015/10/30,25.0,8,1,28.3,8,1,21.4,8,1,4.5,0,8,1,7.8,0,8,1,,,0,1,71,8,1
2015/10/31,23.6,8,1,25.8,8,1,22.0,8,1,0.0,0,8,1,2.3,0,8,1,,,0,1,71,8,1
2015/11/1,23.1,8,1,25.7,8,1,20.9,8,1,0,1,8,1,5.0,0,8,1,,,0,1,69,8,1
2015/11/2,23.8,8,1,26.8,8,1,22.1,8,1,0.0,0,8,1,2.7,0,8,1,,,0,1,73,8,1
2015/11/3,23.9,8,1,26.6,8,1,22.6,8,1,0.0,0,8,1,1.9,0,8,1,,,0,1,71,8,1
2015/11/4,25.0,8,1,26.8,8,1,23.8,8,1,0.0,0,8,1,0.3,0,8,1,,,0,1,74,8,1
2015/11/5,24.8,8,1,25.5,8,1,22.9,8,1,10.0,0,8,1,0.0,0,8,1,,,0,1,84,8,1
2015/11/6,25.7,8,1,28.5,8,1,24.0,8,1,0,1,8,1,6.8,0,8,1,,,0,1,78,8,1
2015/11/7,25.6,8,1,28.4,8,1,23.9,8,1,0,1,8,1,7.1,0,8,1,,,0,1,71,8,1
2015/11/8,26.1,8,1,29.7,8,1,23.3,8,1,0.0,0,8,1,8.3,0,8,1,,,0,1,74,8,1
2015/11/9,24.9,8,1,28.7,8,1,22.6,8,1,0.0,0,8,1,5.0,0,8,1,,,0,1,78,8,1
2015/11/10,22.8,8,1,25.3,8,1,20.7,8,1,1.0,0,8,1,3.4,0,8,1,,,0,1,70,8,1
2015/11/11,22.6,8,1,25.6,8,1,19.7,8,1,0.0,0,8,1,3.7,0,8,1,,,0,1,56,8,1
2015/11/12,23.8,8,1,27.1,8,1,20.7,8,1,0.0,0,8,1,4.5,0,8,1,,,0,1,62,8,1
2015/11/13,25.8,8,1,29.1,8,1,22.5,8,1,0.0,0,8,1,2.5,0,8,1,,,0,1,76,8,1
2015/11/14,24.5,8,1,27.3,8,1,21.3,8,1,58.0,0,8,1,0.8,0,8,1,,,0,1,85,8,1
2015/11/15,23.4,8,1,26.3,8,1,21.6,8,1,0.0,0,8,1,7.6,0,8,1,,,0,1,73,8,1
2015/11/16,24.8,8,1,27.8,8,1,20.5,8,1,0,1,8,1,7.0,0,8,1,,,0,1,76,8,1
2015/11/17,26.6,8,1,29.8,8,1,24.9,8,1,0.0,0,8,1,3.0,0,8,1,,,0,1,80,8,1
2015/11/18,26.7,8,1,29.3,8,1,25.2,8,1,0.0,0,8,1,7.6,0,8,1,,,0,1,82,8,1
2015/11/19,24.8,8,1,26.4,8,1,22.7,8,1,0,1,8,1,5.8,0,8,1,,,0,1,73,8,1
2015/11/20,23.9,8,1,26.9,8,1,21.5,8,1,0,1,8,1,5.0,0,8,1,,,0,1,71,8,1
2015/11/21,24.5,8,1,27.4,8,1,22.4,8,1,0.0,0,8,1,8.6,0,8,1,,,0,1,68,8,1
2015/11/22,25.1,8,1,27.6,8,1,22.5,8,1,2.0,0,8,1,5.5,0,8,1,,,0,1,73,8,1
2015/11/23,24.6,8,1,27.2,8,1,23.0,8,1,0,1,8,1,7.4,0,8,1,,,0,1,68,8,1
2015/11/24,24.0,8,1,27.1,8,1,21.8,8,1,0.0,0,8,1,6.4,0,8,1,,,0,1,69,8,1
2015/11/25,22.7,8,1,25.4,8,1,21.0,8,1,0.0,0,8,1,3.2,0,8,1,,,0,1,70,8,1
2015/11/26,19.1,8,1,21.4,8,1,17.0,8,1,0.0,0,8,1,1.8,0,8,1,,,0,1,53,8,1
2015/11/27,17.6,8,1,18.8,8,1,16.6,8,1,0.0,0,8,1,0.1,0,8,1,,,0,1,53,8,1
2015/11/28,20.1,8,1,23.3,8,1,17.9,8,1,0,1,8,1,6.8,0,8,1,,,0,1,52,8,1
2015/11/29,22.2,8,1,25.2,8,1,19.6,8,1,24.0,0,8,1,7.5,0,8,1,,,0,1,65,8,1
2015/11/30,22.3,8,1,25.2,8,1,20.1,8,1,0.0,0,8,1,4.4,0,8,1,,,0,1,76,8,1
2015/12/1,22.6,8,1,24.9,8,1,20.4,8,1,0.0,0,8,1,0.3,0,8,1,,,0,1,74,8,1
2015/12/2,23.6,8,1,26.9,8,1,21.7,8,1,11.5,0,8,1,0.5,0,8,1,,,0,1,81,8,1
2015/12/3,20.5,8,1,22.6,8,1,18.7,8,1,0.0,0,8,1,1.6,0,8,1,,,0,1,60,8,1
2015/12/4,18.9,8,1,20.6,8,1,17.4,8,1,0,1,8,1,4.3,0,8,1,,,0,1,53,8,1
2015/12/5,19.2,8,1,22.0,8,1,16.4,8,1,0,1,8,1,9.0,0,8,1,,,0,1,56,8,1
2015/12/6,22.5,8,1,25.2,8,1,20.5,8,1,13.5,0,8,1,0.9,0,8,1,,,0,1,79,8,1
2015/12/7,20.9,8,1,22.9,8,1,19.2,8,1,0.0,0,8,1,1.4,0,8,1,,,0,1,70,8,1
2015/12/8,20.3,8,1,22.8,8,1,18.6,8,1,0,1,8,1,6.6,0,8,1,,,0,1,57,8,1
2015/12/9,21.6,8,1,23.8,8,1,19.0,8,1,0,1,8,1,6.4,0,8,1,,,0,1,60,8,1
2015/12/10,23.2,8,1,25.0,8,1,21.9,8,1,11.5,0,8,1,0.0,0,8,1,,,0,1,77,8,1
2015/12/11,21.8,8,1,23.8,8,1,19.9,8,1,0.0,0,8,1,5.2,0,8,1,,,0,1,62,8,1
2015/12/12,19.7,8,1,21.6,8,1,18.5,8,1,0,1,8,1,6.8,0,8,1,,,0,1,60,8,1
2015/12/13,20.9,8,1,23.8,8,1,17.0,8,1,0,1,8,1,9.2,0,8,1,,,0,1,64,8,1
2015/12/14,21.3,8,1,24.2,8,1,19.2,8,1,2.5,0,8,1,0.9,0,8,1,,,0,1,79,8,1
2015/12/15,20.7,8,1,23.1,8,1,19.5,8,1,9.5,0,8,1,0.1,0,8,1,,,0,1,85,8,1
2015/12/16,19.2,8,1,21.1,8,1,16.9,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,66,8,1
2015/12/17,16.0,8,1,17.2,8,1,15.4,8,1,0.0,0,8,1,0.6,0,8,1,,,0,1,53,8,1
2015/12/18,16.9,8,1,19.9,8,1,14.5,8,1,0.0,0,8,1,8.0,0,8,1,,,0,1,53,8,1
2015/12/19,18.1,8,1,21.2,8,1,15.3,8,1,0,1,8,1,8.7,0,8,1,,,0,1,51,8,1
2015/12/20,19.7,8,1,23.2,8,1,16.0,8,1,1.5,0,8,1,5.9,0,8,1,,,0,1,68,8,1
2015/12/21,22.1,8,1,25.0,8,1,19.3,8,1,0.0,0,8,1,1.9,0,8,1,,,0,1,75,8,1
2015/12/22,22.3,8,1,25.7,8,1,19.3,8,1,0,1,8,1,1.7,0,8,1,,,0,1,77,8,1
2015/12/23,23.4,8,1,26.5,8,1,21.7,8,1,2.0,0,8,1,4.1,0,8,1,,,0,1,80,8,1
2015/12/24,21.4,8,1,23.8,8,1,19.3,8,1,12.0,0,8,1,0.1,0,8,1,,,0,1,90,8,1
2015/12/25,18.6,8,1,20.2,8,1,16.6,8,1,4.0,0,8,1,0.3,0,8,1,,,0,1,85,8,1
2015/12/26,18.6,8,1,21.4,8,1,16.5,8,1,0.0,0,8,1,4.5,0,8,1,,,0,1,64,8,1
2015/12/27,18.6,8,1,21.0,8,1,15.8,8,1,0.0,0,8,1,1.1,0,8,1,,,0,1,72,8,1
2015/12/28,17.1,8,1,18.0,8,1,15.9,8,1,5.0,0,8,1,0.0,0,8,1,,,0,1,74,8,1
2015/12/29,17.2,8,1,19.8,8,1,15.2,8,1,0,1,8,1,7.6,0,8,1,,,0,1,54,8,1
2015/12/30,17.6,8,1,20.8,8,1,14.0,8,1,0,1,8,1,4.7,0,8,1,,,0,1,56,8,1
2015/12/31,17.9,8,1,18.8,8,1,16.8,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,66,8,1
2016/1/1,18.1,8,1,21.2,8,1,15.2,8,1,0,1,8,1,8.6,0,8,1,,,0,1,57,8,1
2016/1/2,20.2,8,1,24.1,8,1,14.8,8,1,0,1,8,1,8.3,0,8,1,,,0,1,68,8,1
2016/1/3,21.2,8,1,23.7,8,1,19.5,8,1,23.0,0,8,1,0.0,0,8,1,,,0,1,87,8,1
2016/1/4,19.8,8,1,21.0,8,1,19.1,8,1,13.0,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2016/1/5,22.5,8,1,26.6,8,1,19.0,8,1,27.5,0,8,1,4.0,0,8,1,,,0,1,86,8,1
2016/1/6,19.5,8,1,22.4,8,1,18.3,8,1,9.0,0,8,1,0.3,0,8,1,,,0,1,86,8,1
2016/1/7,19.1,8,1,20.8,8,1,17.3,8,1,0.0,0,8,1,5.5,0,8,1,,,0,1,63,8,1
2016/1/8,16.6,8,1,20.1,8,1,13.8,8,1,10.0,0,8,1,2.6,0,8,1,,,0,1,73,8,1
2016/1/9,17.1,8,1,19.5,8,1,14.0,8,1,0.0,0,8,1,4.0,0,8,1,,,0,1,64,8,1
2016/1/10,18.3,8,1,21.2,8,1,14.5,8,1,0,1,8,1,4.6,0,8,1,,,0,1,64,8,1
2016/1/11,19.4,8,1,21.4,8,1,17.6,8,1,49.0,0,8,1,0.0,0,8,1,,,0,1,84,8,1
2016/1/12,18.2,8,1,20.1,8,1,16.7,8,1,6.5,0,8,1,0.7,0,8,1,,,0,1,69,8,1
2016/1/13,15.9,8,1,16.8,8,1,14.6,8,1,0.5,0,8,1,0.0,0,8,1,,,0,1,65,8,1
2016/1/14,15.1,8,1,16.5,8,1,13.6,8,1,2.0,0,8,1,0.0,0,8,1,,,0,1,70,8,1
2016/1/15,16.6,8,1,19.2,8,1,13.5,8,1,0.5,0,8,1,1.8,0,8,1,,,0,1,64,8,1
2016/1/16,17.5,8,1,21.8,8,1,15.0,8,1,3.5,0,8,1,6.9,0,8,1,,,0,1,75,8,1
2016/1/17,19.5,8,1,21.9,8,1,16.8,8,1,28.5,0,8,1,0.2,0,8,1,,,0,1,77,8,1
2016/1/18,17.6,8,1,20.2,8,1,16.3,8,1,1.0,0,8,1,4.2,0,8,1,,,0,1,56,8,1
2016/1/19,15.3,8,1,16.9,8,1,14.3,8,1,0.0,0,8,1,1.9,0,8,1,,,0,1,54,8,1
2016/1/20,15.0,8,1,16.4,8,1,13.5,8,1,0.0,0,8,1,1.4,0,8,1,,,0,1,54,8,1
2016/1/21,17.3,8,1,21.3,8,1,15.3,8,1,43.0,0,8,1,0.0,0,8,1,,,0,1,80,8,1
2016/1/22,16.8,8,1,18.4,8,1,15.6,8,1,0.0,0,8,1,1.0,0,8,1,,,0,1,79,8,1
2016/1/23,14.7,8,1,16.0,8,1,12.0,8,1,19.5,0,8,1,0.0,0,8,1,,,0,1,82,8,1
2016/1/24,9.2,8,1,12.5,8,1,6.1,8,1,1.5,0,8,1,0.0,0,8,1,,,0,1,64,8,1
2016/1/25,10.4,8,1,13.1,8,1,6.3,8,1,4.5,0,8,1,3.2,0,8,1,,,0,1,60,8,1
2016/1/26,12.6,8,1,15.7,8,1,10.2,8,1,0,1,8,1,3.4,0,8,1,,,0,1,51,8,1
2016/1/27,15.7,8,1,19.5,8,1,10.3,8,1,0.0,0,8,1,3.2,0,8,1,,,0,1,63,8,1
2016/1/28,20.2,8,1,22.5,8,1,16.9,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,71,8,1
2016/1/29,22.2,8,1,25.5,8,1,18.2,8,1,10.0,0,8,1,2.7,0,8,1,,,0,1,80,8,1
2016/1/30,18.6,8,1,19.8,8,1,17.5,8,1,19.5,0,8,1,0.0,0,8,1,,,0,1,88,8,1
2016/1/31,19.3,8,1,21.3,8,1,17.1,8,1,0.5,0,8,1,7.3,0,8,1,,,0,1,66,8,1
2016/2/1,17.3,8,1,19.4,8,1,14.8,8,1,13.5,0,8,1,0.0,0,8,1,,,0,1,86,8,1
2016/2/2,14.6,8,1,16.0,8,1,13.8,8,1,2.5,0,8,1,0.0,0,8,1,,,0,1,77,8,1
2016/2/3,16.1,8,1,18.0,8,1,14.7,8,1,0.0,0,8,1,0.9,0,8,1,,,0,1,63,8,1
2016/2/4,17.8,8,1,20.4,8,1,15.1,8,1,0.0,0,8,1,4.8,0,8,1,,,0,1,60,8,1
2016/2/5,16.8,8,1,18.7,8,1,15.4,8,1,26.0,0,8,1,0.0,0,8,1,,,0,1,87,8,1
2016/2/6,14.8,8,1,16.7,8,1,12.6,8,1,3.5,0,8,1,0.3,0,8,1,,,0,1,69,8,1
2016/2/7,13.7,8,1,16.3,8,1,11.2,8,1,0.0,0,8,1,5.1,0,8,1,,,0,1,50,8,1
2016/2/8,13.6,8,1,15.9,8,1,11.7,8,1,0,1,8,1,2.4,0,8,1,,,0,1,43,8,1
2016/2/9,14.8,8,1,18.9,8,1,9.8,8,1,0,1,8,1,10.5,0,8,1,,,0,1,56,8,1
2016/2/10,17.6,8,1,21.7,8,1,11.8,8,1,0.0,0,8,1,4.4,0,8,1,,,0,1,56,8,1
2016/2/11,19.7,8,1,22.6,8,1,17.0,8,1,0.5,0,8,1,7.4,0,8,1,,,0,1,59,8,1
2016/2/12,21.9,8,1,23.8,8,1,19.8,8,1,0.0,0,8,1,1.5,0,8,1,,,0,1,72,8,1
2016/2/13,23.2,8,1,25.9,8,1,21.7,8,1,0,1,8,1,4.6,0,8,1,,,0,1,82,8,1
2016/2/14,19.5,8,1,22.8,8,1,14.4,8,1,2.5,0,8,1,0.3,0,8,1,,,0,1,84,8,1
2016/2/15,13.2,8,1,14.9,8,1,12.0,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,65,8,1
2016/2/16,12.8,8,1,13.7,8,1,11.7,8,1,0,1,8,1,0.1,0,8,1,,,0,1,50,8,1
2016/2/17,14.0,8,1,16.3,8,1,12.7,8,1,0,1,8,1,7.1,0,8,1,,,0,1,48,8,1
2016/2/18,16.2,8,1,20.1,8,1,12.5,8,1,0.0,0,8,1,4.3,0,8,1,,,0,1,52,8,1
2016/2/19,19.5,8,1,22.2,8,1,16.9,8,1,14.0,0,8,1,0.1,0,8,1,,,0,1,71,8,1
2016/2/20,18.8,8,1,21.8,8,1,15.5,8,1,43.5,0,8,1,1.4,0,8,1,,,0,1,75,8,1
2016/2/21,15.9,8,1,18.5,8,1,14.5,8,1,0,1,8,1,6.3,0,8,1,,,0,1,52,8,1
2016/2/22,18.0,8,1,20.1,8,1,13.2,8,1,0,1,8,1,2.1,0,8,1,,,0,1,66,8,1
2016/2/23,19.9,8,1,21.6,8,1,17.5,8,1,14.0,0,8,1,0.2,0,8,1,,,0,1,82,8,1
2016/2/24,16.1,8,1,18.3,8,1,14.5,8,1,0.5,0,8,1,0.0,0,8,1,,,0,1,67,8,1
2016/2/25,14.9,8,1,16.8,8,1,13.9,8,1,0,1,8,1,1.9,0,8,1,,,0,1,55,8,1
2016/2/26,15.5,8,1,18.9,8,1,13.4,8,1,0,1,8,1,1.6,0,8,1,,,0,1,56,8,1
2016/2/27,17.6,8,1,19.9,8,1,15.3,8,1,32.0,0,8,1,0.0,0,8,1,,,0,1,73,8,1
2016/2/28,19.2,8,1,22.4,8,1,16.9,8,1,3.0,0,8,1,9.7,0,8,1,,,0,1,78,8,1
2016/2/29,16.5,8,1,19.1,8,1,13.4,8,1,2.0,0,8,1,6.1,0,8,1,,,0,1,60,8,1
