É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:36:14

,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ
2015/7/21,30.0,8,1,36.4,8,1,24.5,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,67,8,1
2015/7/22,30.4,8,1,37.1,8,1,24.7,8,1,0.0,0,8,1,13.0,0,8,1,0,1,8,1,60,8,1
2015/7/23,28.3,8,1,32.7,8,1,25.1,8,1,3.5,0,8,1,2.1,0,8,1,0,1,8,1,75,8,1
2015/7/24,29.6,8,1,35.9,8,1,25.6,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,70,8,1
2015/7/25,30.9,8,1,37.1,8,1,25.4,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,67,8,1
2015/7/26,31.9,8,1,38.2,8,1,26.9,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,56,8,1
2015/7/27,31.0,8,1,37.1,8,1,25.7,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,60,8,1
2015/7/28,29.5,8,1,34.9,8,1,25.9,8,1,0.0,0,8,1,4.2,0,8,1,0,1,8,1,69,8,1
2015/7/29,29.1,8,1,34.7,8,1,25.7,8,1,1.5,0,8,1,5.1,0,8,1,0,1,8,1,72,8,1
2015/7/30,29.1,8,1,34.2,8,1,25.9,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,74,8,1
2015/7/31,30.7,8,1,37.0,8,1,25.2,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,67,8,1
2015/8/1,31.3,8,1,38.3,8,1,26.5,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,65,8,1
2015/8/2,29.6,8,1,37.5,8,1,24.4,8,1,0.0,0,8,1,10.1,0,8,1,0,1,8,1,63,8,1
2015/8/3,29.6,8,1,36.6,8,1,23.1,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,62,8,1
2015/8/4,30.8,8,1,37.5,8,1,26.5,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,65,8,1
2015/8/5,30.9,8,1,38.0,8,1,26.0,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,62,8,1
2015/8/6,30.5,8,1,38.2,8,1,25.5,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,59,8,1
2015/8/7,31.7,8,1,38.6,8,1,26.4,8,1,0.0,0,8,1,10.9,0,8,1,0,1,8,1,57,8,1
2015/8/8,28.5,8,1,34.0,8,1,25.3,8,1,0.0,0,8,1,4.7,0,8,1,0,1,8,1,66,8,1
2015/8/9,28.6,8,1,34.1,8,1,24.7,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,64,8,1
2015/8/10,28.8,8,1,34.4,8,1,24.3,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,69,8,1
2015/8/11,29.6,8,1,35.7,8,1,25.3,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,66,8,1
2015/8/12,28.9,8,1,34.6,8,1,25.6,8,1,0.0,0,8,1,2.6,0,8,1,0,1,8,1,70,8,1
2015/8/13,27.2,8,1,32.6,8,1,24.7,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,77,8,1
2015/8/14,25.3,8,1,31.0,8,1,23.1,8,1,21.0,0,8,1,0.6,0,8,1,0,1,8,1,86,8,1
2015/8/15,28.0,8,1,34.4,8,1,23.5,8,1,2.0,0,8,1,8.2,0,8,1,0,1,8,1,73,8,1
2015/8/16,26.9,8,1,33.2,8,1,24.0,8,1,3.5,0,8,1,3.7,0,8,1,0,1,8,1,77,8,1
2015/8/17,24.7,8,1,26.0,8,1,23.3,8,1,105.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/8/18,28.6,8,1,34.2,8,1,23.9,8,1,0.0,0,8,1,10.6,0,8,1,0,1,8,1,71,8,1
2015/8/19,28.5,8,1,33.8,8,1,25.0,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,60,8,1
2015/8/20,25.3,8,1,27.0,8,1,24.1,8,1,1.0,0,8,1,0.1,0,8,1,0,1,8,1,83,8,1
2015/8/21,25.6,8,1,27.5,8,1,23.7,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2015/8/22,28.4,8,1,33.9,8,1,24.3,8,1,0.0,0,8,1,5.2,0,8,1,0,1,8,1,77,8,1
2015/8/23,25.9,8,1,28.8,8,1,23.7,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,76,8,1
2015/8/24,24.6,8,1,28.1,8,1,22.0,8,1,0.0,0,8,1,0.9,0,8,1,0,1,8,1,64,8,1
2015/8/25,21.1,8,1,23.4,8,1,18.6,8,1,0.5,0,8,1,0.1,0,8,1,0,1,8,1,71,8,1
2015/8/26,19.2,8,1,20.7,8,1,17.2,8,1,29.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/8/27,24.2,8,1,29.4,8,1,20.4,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,75,8,1
2015/8/28,22.5,8,1,24.3,8,1,20.1,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,78,8,1
2015/8/29,20.8,8,1,22.6,8,1,19.6,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2015/8/30,20.8,8,1,21.3,8,1,20.0,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/8/31,22.3,8,1,24.6,8,1,20.6,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2015/9/1,23.0,8,1,25.4,8,1,21.4,8,1,6.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2015/9/2,26.2,8,1,32.2,8,1,21.8,8,1,1.5,0,8,1,5.7,0,8,1,0,1,8,1,74,8,1
2015/9/3,25.1,8,1,29.4,8,1,23.0,8,1,2.5,0,8,1,1.4,0,8,1,0,1,8,1,75,8,1
2015/9/4,26.3,8,1,32.2,8,1,22.2,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,68,8,1
2015/9/5,24.8,8,1,29.7,8,1,20.5,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,65,8,1
2015/9/6,22.8,8,1,24.8,8,1,21.7,8,1,12.5,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2015/9/7,21.3,8,1,22.4,8,1,19.8,8,1,6.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/9/8,20.1,8,1,21.2,8,1,19.4,8,1,43.0,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2015/9/9,22.1,8,1,24.6,8,1,19.2,8,1,115.5,0,8,1,0.3,0,8,1,0,1,8,1,95,8,1
2015/9/10,22.2,8,1,23.8,8,1,19.9,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/9/11,24.4,8,1,30.5,8,1,18.7,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,69,8,1
2015/9/12,24.7,8,1,30.2,8,1,20.5,8,1,0.0,0,8,1,6.5,0,8,1,0,1,8,1,67,8,1
2015/9/13,23.6,8,1,26.6,8,1,21.1,8,1,0.0,0,8,1,1.7,0,8,1,0,1,8,1,80,8,1
2015/9/14,23.0,8,1,26.9,8,1,19.7,8,1,0.0,0,8,1,2.3,0,8,1,0,1,8,1,60,8,1
2015/9/15,22.1,8,1,27.5,8,1,17.8,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,67,8,1
2015/9/16,21.3,8,1,24.0,5,1,18.8,8,1,0.0,0,8,1,0.4,0,5,1,0,1,8,1,73,8,1
2015/9/17,18.3,8,1,19.4,8,1,17.0,8,1,50.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2015/9/18,20.5,8,1,23.1,8,1,18.3,8,1,5.5,0,8,1,0.2,0,8,1,0,1,8,1,90,8,1
2015/9/19,24.0,8,1,30.5,8,1,18.4,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,62,8,1
2015/9/20,23.5,8,1,28.9,8,1,18.4,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,57,8,1
2015/9/21,22.5,8,1,27.8,8,1,17.7,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,68,8,1
2015/9/22,22.8,8,1,28.8,8,1,18.4,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,59,8,1
2015/9/23,22.2,8,1,27.6,8,1,17.2,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,60,8,1
2015/9/24,19.1,8,1,21.7,8,1,16.7,8,1,4.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2015/9/25,17.5,8,1,18.3,8,1,16.7,8,1,23.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2015/9/26,21.5,8,1,25.9,8,1,17.5,8,1,0.0,0,8,1,2.2,0,8,1,0,1,8,1,82,8,1
2015/9/27,21.8,8,1,25.0,8,1,20.2,8,1,2.5,0,8,1,2.2,0,8,1,0,1,8,1,87,8,1
2015/9/28,23.1,8,1,28.8,8,1,17.9,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,63,8,1
2015/9/29,22.5,8,1,27.7,8,1,18.1,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,37,8,1
2015/9/30,19.6,8,1,24.7,8,1,14.7,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,44,8,1
2015/10/1,17.5,8,1,21.3,8,1,13.7,8,1,2.5,0,8,1,3.7,0,8,1,0,1,8,1,74,8,1
2015/10/2,21.9,8,1,27.8,8,1,16.5,8,1,6.5,0,8,1,4.0,0,8,1,0,1,8,1,59,8,1
2015/10/3,21.5,8,1,27.0,8,1,17.2,8,1,0,1,8,1,6.1,0,8,1,0,1,8,1,63,8,1
2015/10/4,20.6,8,1,27.9,8,1,14.5,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,55,8,1
2015/10/5,17.0,8,1,18.7,8,1,15.6,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,52,8,1
2015/10/6,17.7,8,1,22.4,8,1,12.8,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,58,8,1
2015/10/7,17.7,8,1,23.3,8,1,13.7,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,52,8,1
2015/10/8,19.4,8,1,24.5,8,1,15.9,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,33,8,1
2015/10/9,19.8,8,1,26.6,8,1,13.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,47,8,1
2015/10/10,17.7,8,1,21.1,8,1,13.5,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,66,8,1
2015/10/11,17.3,8,1,20.5,8,1,15.3,8,1,2.0,0,8,1,0.7,0,8,1,0,1,8,1,85,8,1
2015/10/12,18.0,8,1,24.2,8,1,12.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,64,8,1
2015/10/13,18.4,8,1,25.5,8,1,12.0,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,51,8,1
2015/10/14,18.1,8,1,24.5,8,1,12.5,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,42,8,1
2015/10/15,17.4,8,1,23.3,8,1,10.7,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,55,8,1
2015/10/16,15.7,8,1,18.0,8,1,14.7,8,1,3.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2015/10/17,17.7,8,1,21.8,8,1,15.6,8,1,4.5,0,8,1,2.1,0,8,1,0,1,8,1,88,8,1
2015/10/18,19.3,8,1,24.9,8,1,15.2,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,77,8,1
2015/10/19,18.6,8,1,25.3,8,1,13.1,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,63,8,1
2015/10/20,19.1,8,1,25.3,8,1,14.2,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,64,8,1
2015/10/21,16.6,8,1,18.7,8,1,13.6,8,1,0,1,8,1,0.3,0,8,1,0,1,8,1,68,8,1
2015/10/22,16.5,8,1,23.1,8,1,11.1,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,71,8,1
2015/10/23,17.3,8,1,19.9,8,1,15.2,8,1,0,1,8,1,0.1,0,8,1,0,1,8,1,65,8,1
2015/10/24,18.7,8,1,24.0,8,1,13.8,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,65,8,1
2015/10/25,15.1,8,1,19.3,8,1,11.9,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,31,8,1
2015/10/26,14.8,8,1,21.2,8,1,10.4,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,39,8,1
2015/10/27,16.2,8,1,22.7,8,1,9.6,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,56,8,1
2015/10/28,19.3,8,1,27.4,8,1,13.9,8,1,2.5,0,8,1,7.0,0,8,1,0,1,8,1,56,8,1
2015/10/29,16.5,8,1,19.4,8,1,14.8,8,1,0.5,0,8,1,2.0,0,8,1,0,1,8,1,73,8,1
2015/10/30,16.3,8,1,22.1,8,1,12.7,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,53,8,1
2015/10/31,12.9,8,1,15.0,8,1,9.5,8,1,0.0,0,8,1,0.5,0,8,1,0,1,8,1,58,8,1
2015/11/1,11.7,8,1,17.3,8,1,6.2,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,59,8,1
2015/11/2,11.8,8,1,13.3,8,1,9.5,8,1,29.5,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2015/11/3,15.0,8,1,21.5,8,1,9.3,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,59,8,1
2015/11/4,13.1,8,1,19.9,8,1,8.2,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,63,8,1
2015/11/5,14.0,8,1,21.0,8,1,7.7,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,67,8,1
2015/11/6,15.6,8,1,23.2,8,1,9.2,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,63,8,1
2015/11/7,15.7,8,1,20.9,8,1,11.5,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,71,8,1
2015/11/8,14.5,8,1,15.3,8,1,13.9,8,1,19.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2015/11/9,16.2,8,1,18.5,8,1,13.6,8,1,0.5,0,8,1,0.8,0,8,1,0,1,5,1,88,8,1
2015/11/10,16.3,8,1,18.0,8,1,13.4,8,1,4.0,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2015/11/11,13.8,8,1,17.6,8,1,10.8,8,1,0,1,8,1,2.4,0,8,1,0,1,8,1,59,8,1
2015/11/12,12.2,8,1,15.4,8,1,10.1,8,1,0,1,8,1,2.3,0,8,1,0,1,8,1,62,8,1
2015/11/13,12.5,8,1,15.7,8,1,8.6,8,1,0.5,0,8,1,4.9,0,8,1,0,1,8,1,70,8,1
2015/11/14,12.2,8,1,13.2,8,1,11.2,8,1,20.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2015/11/15,16.7,8,1,23.3,8,1,13.1,8,1,2.5,0,8,1,3.0,0,8,1,0,1,8,1,76,8,1
2015/11/16,17.6,8,1,22.4,8,1,14.1,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,63,8,1
2015/11/17,16.8,8,1,19.7,8,1,13.5,8,1,2.0,0,8,1,1.2,0,8,1,0,1,8,1,84,8,1
2015/11/18,16.0,8,1,19.8,8,1,13.2,8,1,18.5,0,8,1,2.1,0,8,1,0,1,8,1,90,8,1
2015/11/19,14.0,8,1,17.5,8,1,11.7,8,1,5.0,0,8,1,7.0,0,8,1,0,1,8,1,74,8,1
2015/11/20,13.7,8,1,16.6,8,1,10.9,8,1,0,1,8,1,1.6,0,8,1,0,1,8,1,75,8,1
2015/11/21,14.4,8,1,20.7,8,1,8.4,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,59,8,1
2015/11/22,12.1,8,1,13.0,8,1,10.0,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,72,8,1
2015/11/23,12.1,8,1,14.0,8,1,10.2,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2015/11/24,13.6,8,1,20.3,8,1,9.9,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,68,8,1
2015/11/25,8.5,8,1,10.5,8,1,6.4,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,68,8,1
2015/11/26,8.2,8,1,10.6,8,1,5.1,8,1,11.0,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2015/11/27,9.4,8,1,14.6,8,1,4.8,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,47,8,1
2015/11/28,8.9,8,1,16.3,8,1,2.5,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,53,8,1
2015/11/29,9.2,8,1,15.9,8,1,2.4,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,62,8,1
2015/11/30,9.5,8,1,13.1,8,1,6.0,8,1,0,1,8,1,1.4,0,8,1,0,1,8,1,67,8,1
2015/12/1,10.1,8,1,17.0,8,1,3.5,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,54,8,1
2015/12/2,9.4,8,1,11.7,8,1,6.1,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,60,8,1
2015/12/3,12.1,8,1,19.1,8,1,8.0,8,1,0.0,0,8,1,3.1,0,8,1,0,1,8,1,60,8,1
2015/12/4,9.4,8,1,14.9,8,1,3.4,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,38,8,1
2015/12/5,9.3,8,1,17.0,8,1,2.5,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,43,8,1
2015/12/6,9.1,8,1,13.3,8,1,5.2,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,44,8,1
2015/12/7,7.3,8,1,12.5,8,1,3.0,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,52,8,1
2015/12/8,6.2,8,1,12.1,8,1,1.3,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,63,8,1
2015/12/9,5.6,8,1,12.5,8,1,-0.2,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,69,8,1
2015/12/10,7.5,8,1,11.3,8,1,2.4,8,1,0.0,0,8,1,2.7,0,8,1,0,1,8,1,63,8,1
2015/12/11,12.0,8,1,19.2,8,1,7.0,8,1,14.5,0,8,1,1.9,0,8,1,0,1,8,1,74,8,1
2015/12/12,11.8,8,1,15.7,8,1,8.2,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,52,8,1
2015/12/13,9.6,8,1,11.2,8,1,8.2,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,82,8,1
2015/12/14,11.3,8,1,14.4,8,1,9.6,8,1,0.0,0,8,1,2.2,0,8,1,0,1,8,1,74,8,1
2015/12/15,11.1,8,1,14.8,8,1,7.9,8,1,0,1,8,1,0.8,0,8,1,0,1,8,1,74,8,1
2015/12/16,10.9,8,1,15.9,8,1,5.7,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,74,8,1
2015/12/17,9.1,8,1,13.6,8,1,4.4,8,1,0,1,8,1,3.9,0,8,1,0,1,8,1,40,8,1
2015/12/18,6.8,8,1,11.8,8,1,2.8,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,42,8,1
2015/12/19,6.0,8,1,11.1,8,1,1.3,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,44,8,1
2015/12/20,5.7,8,1,11.1,8,1,-0.7,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,49,8,1
2015/12/21,7.1,8,1,11.6,8,1,1.9,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,58,8,1
2015/12/22,9.7,8,1,14.7,8,1,3.3,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,44,8,1
2015/12/23,5.8,8,1,8.3,8,1,2.1,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,65,8,1
2015/12/24,10.5,8,1,16.6,8,1,5.5,8,1,0.0,0,8,1,5.9,0,8,1,0,1,8,1,76,8,1
2015/12/25,9.7,8,1,14.8,8,1,5.6,8,1,2.0,0,8,1,7.3,0,8,1,0,1,8,1,60,8,1
2015/12/26,6.2,8,1,11.2,8,1,1.2,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,50,8,1
2015/12/27,6.5,8,1,9.8,8,1,2.1,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,37,8,1
2015/12/28,4.4,8,1,10.7,8,1,-0.4,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,37,8,1
2015/12/29,4.9,8,1,11.1,8,1,-0.3,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,41,8,1
2015/12/30,5.4,8,1,12.0,8,1,-0.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,42,8,1
2015/12/31,5.4,8,1,10.9,8,1,1.1,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,58,8,1
2016/1/1,6.5,8,1,11.5,8,1,1.6,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,44,8,1
2016/1/2,4.8,8,1,12.1,8,1,0.0,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,52,8,1
2016/1/3,7.3,8,1,16.7,8,1,-0.4,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,56,8,1
2016/1/4,8.3,8,1,15.6,8,1,0.8,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,58,8,1
2016/1/5,10.4,8,1,16.4,8,1,5.5,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,45,8,1
2016/1/6,6.9,8,1,9.9,8,1,3.9,8,1,0,1,8,1,0.2,0,8,1,0,1,8,1,66,8,1
2016/1/7,6.5,8,1,13.0,8,1,1.5,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,51,8,1
2016/1/8,4.4,8,1,10.7,8,1,-0.9,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,56,8,1
2016/1/9,5.8,8,1,12.5,8,1,-0.7,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,50,8,1
2016/1/10,6.6,8,1,14.2,8,1,0.1,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,46,8,1
2016/1/11,6.5,8,1,11.6,8,1,2.2,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,46,8,1
2016/1/12,2.8,8,1,5.0,8,1,-2.1,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,65,8,1
2016/1/13,1.6,8,1,8.4,8,1,-4.4,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,63,8,1
2016/1/14,4.8,8,1,12.5,8,1,-1.3,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,50,8,1
2016/1/15,4.4,8,1,10.5,8,1,-0.5,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,59,8,1
2016/1/16,6.3,8,1,12.5,8,1,0.0,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,45,8,1
2016/1/17,4.6,8,1,8.2,8,1,-1.4,8,1,3.0,0,8,1,4.9,0,8,1,0,1,8,1,54,8,1
2016/1/18,2.3,8,1,7.6,8,1,0.2,8,1,55.5,0,8,1,0.9,0,8,1,15,0,8,1,87,8,1
2016/1/19,3.5,8,1,7.0,8,1,-2.5,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,42,8,1
2016/1/20,0.8,8,1,6.5,8,1,-5.7,8,1,0.0,0,8,1,7.9,0,8,1,1,0,8,1,60,8,1
2016/1/21,3.3,8,1,7.7,8,1,-1.3,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,47,8,1
2016/1/22,4.1,8,1,9.2,8,1,0.5,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,40,8,1
2016/1/23,2.9,8,1,7.4,8,1,-0.1,8,1,0.0,0,8,1,4.2,0,8,1,0,1,8,1,48,8,1
2016/1/24,1.9,8,1,6.9,8,1,-2.4,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,39,8,1
2016/1/25,2.1,8,1,8.2,8,1,-2.9,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,30,8,1
2016/1/26,2.5,8,1,9.7,8,1,-3.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,42,8,1
2016/1/27,5.7,8,1,14.1,8,1,-2.7,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,41,8,1
2016/1/28,7.0,8,1,14.7,8,1,-1.0,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,45,8,1
2016/1/29,4.4,8,1,6.3,8,1,0.6,8,1,9.5,0,8,1,0.0,0,8,1,0,1,8,1,77,8,1
2016/1/30,3.0,8,1,5.6,8,1,0.7,8,1,2.5,0,8,1,0.1,0,8,1,0,1,8,1,83,8,1
2016/1/31,5.6,8,1,11.8,8,1,-0.2,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,65,8,1
2016/2/1,4.5,8,1,7.9,8,1,0.7,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,58,8,1
2016/2/2,4.9,8,1,10.5,8,1,1.5,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,39,8,1
2016/2/3,4.3,8,1,10.1,8,1,-0.7,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,45,8,1
2016/2/4,3.9,8,1,10.1,8,1,-1.4,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,54,8,1
2016/2/5,6.3,8,1,13.6,8,1,-0.3,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,51,8,1
2016/2/6,5.9,8,1,11.3,8,1,0.4,8,1,8.5,0,8,1,4.1,0,8,1,2,0,8,1,66,8,1
2016/2/7,3.9,8,1,8.6,8,1,0.4,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,44,8,1
2016/2/8,3.1,8,1,7.5,8,1,-0.8,8,1,0,1,8,1,3.5,0,8,1,0,1,8,1,54,8,1
2016/2/9,4.3,8,1,12.3,8,1,-1.5,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,59,8,1
2016/2/10,4.3,8,1,9.5,8,1,0.7,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,43,8,1
2016/2/11,5.1,8,1,11.0,8,1,0.1,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,40,8,1
2016/2/12,5.1,8,1,11.6,8,1,-1.7,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,58,8,1
2016/2/13,10.7,8,1,17.1,8,1,3.5,8,1,0.0,0,8,1,5.8,0,8,1,0,1,8,1,52,8,1
2016/2/14,14.3,8,1,22.0,8,1,8.6,8,1,5.0,0,8,1,3.9,0,8,1,0,1,8,1,67,8,1
2016/2/15,6.8,8,1,13.1,8,1,0.8,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,46,8,1
2016/2/16,4.1,8,1,10.3,8,1,-0.7,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,44,8,1
2016/2/17,4.0,8,1,11.4,8,1,-1.3,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,47,8,1
2016/2/18,4.0,8,1,10.7,8,1,-2.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,50,8,1
2016/2/19,8.6,8,1,17.8,8,1,-0.5,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,42,8,1
2016/2/20,7.1,8,1,9.7,8,1,5.8,8,1,16.5,0,8,1,0.1,0,8,1,0,1,8,1,68,8,1
